split,sample_id,crop_path,position,expected,predicted,confidence_percent
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0892_co2_3_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0892_co2_3_0.png,co2_3,0,6,65
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0897_co2_2_6,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/6/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0897_co2_2_6.png,co2_2,6,8,90
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0897_co2_3_7,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/7/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0897_co2_3_7.png,co2_3,7,1,93
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0897_tvoc_2_4,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/4/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0897_tvoc_2_4.png,tvoc_2,4,1,47
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0902_co2_2_7,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/7/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0902_co2_2_7.png,co2_2,7,4,83
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0902_co2_3_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/2/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0902_co2_3_2.png,co2_3,2,8,94
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0902_tvoc_2_1,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/1/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0902_tvoc_2_1.png,tvoc_2,1,4,49
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0902_tvoc_3_8,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/8/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0902_tvoc_3_8.png,tvoc_3,8,6,69
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0907_hcho_3_8,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/8/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0907_hcho_3_8.png,hcho_3,8,9,87
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0909_co2_3_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0909_co2_3_0.png,co2_3,0,6,70
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0909_hcho_3_8,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/8/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0909_hcho_3_8.png,hcho_3,8,9,54
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0914_co2_3_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0914_co2_3_0.png,co2_3,0,6,62
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0914_hcho_3_8,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/8/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0914_hcho_3_8.png,hcho_3,8,9,49
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0928_co2_2_7,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/7/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0928_co2_2_7.png,co2_2,7,4,83
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0928_co2_3_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/2/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0928_co2_3_2.png,co2_3,2,8,94
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0928_tvoc_3_8,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/8/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0928_tvoc_3_8.png,tvoc_3,8,6,73
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0934_co2_3_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/2/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0934_co2_3_2.png,co2_3,2,8,50
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0940_co2_3_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/2/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0940_co2_3_2.png,co2_3,2,8,56
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0944_tvoc_2_6,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/6/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0944_tvoc_2_6.png,tvoc_2,6,5,93
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0944_tvoc_3_1,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/1/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0944_tvoc_3_1.png,tvoc_3,1,7,99
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0949_tvoc_2_6,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/6/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0949_tvoc_2_6.png,tvoc_2,6,5,94
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0949_tvoc_3_1,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/1/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0949_tvoc_3_1.png,tvoc_3,1,7,100
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0951_co2_3_3,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/3/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0951_co2_3_3.png,co2_3,3,9,59
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0969_co2_3_9,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/9/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0969_co2_3_9.png,co2_3,9,3,64
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0975_co2_3_9,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/9/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0975_co2_3_9.png,co2_3,9,3,65
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0978_co2_3_9,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/9/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0978_co2_3_9.png,co2_3,9,3,61
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0989_hcho_3_8,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/8/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0989_hcho_3_8.png,hcho_3,8,6,52
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0989_tvoc_3_9,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/9/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0989_tvoc_3_9.png,tvoc_3,9,5,87
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0991_co2_2_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0991_co2_2_0.png,co2_2,0,2,78
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0991_hcho_3_8,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/8/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0991_hcho_3_8.png,hcho_3,8,6,78
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0991_tvoc_2_6,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/6/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0991_tvoc_2_6.png,tvoc_2,6,8,90
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0995_co2_2_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0995_co2_2_0.png,co2_2,0,2,79
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0995_hcho_3_8,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/8/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0995_hcho_3_8.png,hcho_3,8,6,76
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0995_tvoc_2_6,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/6/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0995_tvoc_2_6.png,tvoc_2,6,8,81
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0998_co2_2_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0998_co2_2_0.png,co2_2,0,2,78
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0998_co2_3_5,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/5/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0998_co2_3_5.png,co2_3,5,9,60
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0998_hcho_3_9,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/9/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0998_hcho_3_9.png,hcho_3,9,5,72
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0998_tvoc_2_6,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/6/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0998_tvoc_2_6.png,tvoc_2,6,8,87
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0998_tvoc_3_5,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/5/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_0998_tvoc_3_5.png,tvoc_3,5,9,87
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1012_co2_3_7,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/7/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1012_co2_3_7.png,co2_3,7,1,71
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1012_hcho_3_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/2/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1012_hcho_3_2.png,hcho_3,2,6,88
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1012_tvoc_1_1,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/1/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1012_tvoc_1_1.png,tvoc_1,1,0,75
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1012_tvoc_2_7,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/7/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1012_tvoc_2_7.png,tvoc_2,7,1,64
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1014_co2_3_3,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/3/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1014_co2_3_3.png,co2_3,3,9,56
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1014_tvoc_1_1,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/1/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1014_tvoc_1_1.png,tvoc_1,1,0,73
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1014_tvoc_2_7,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/7/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1014_tvoc_2_7.png,tvoc_2,7,1,62
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1023_co2_3_7,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/7/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1023_co2_3_7.png,co2_3,7,1,72
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1023_tvoc_1_1,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/1/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1023_tvoc_1_1.png,tvoc_1,1,0,73
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1023_tvoc_2_7,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/7/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1023_tvoc_2_7.png,tvoc_2,7,1,52
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1025_co2_3_3,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/3/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1025_co2_3_3.png,co2_3,3,9,54
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1025_tvoc_1_1,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/1/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1025_tvoc_1_1.png,tvoc_1,1,0,73
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1025_tvoc_2_7,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/7/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1025_tvoc_2_7.png,tvoc_2,7,1,64
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1032_co2_3_3,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/3/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1032_co2_3_3.png,co2_3,3,9,54
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1036_co2_2_5,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/5/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1036_co2_2_5.png,co2_2,5,3,47
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1036_co2_3_5,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/5/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1036_co2_3_5.png,co2_3,5,9,54
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1036_hcho_3_9,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/9/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1036_hcho_3_9.png,hcho_3,9,5,69
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1036_tvoc_2_9,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/9/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1036_tvoc_2_9.png,tvoc_2,9,5,89
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1040_co2_1_8,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/8/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1040_co2_1_8.png,co2_1,8,6,85
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1040_co2_2_4,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/4/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1040_co2_2_4.png,co2_2,4,1,93
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1040_tvoc_2_8,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/8/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1040_tvoc_2_8.png,tvoc_2,8,6,92
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1042_co2_2_5,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/5/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1042_co2_2_5.png,co2_2,5,3,43
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1042_co2_3_5,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/5/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1042_co2_3_5.png,co2_3,5,9,54
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1042_hcho_3_7,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/7/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1042_hcho_3_7.png,hcho_3,7,8,44
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1080_co2_2_7,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/7/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1080_co2_2_7.png,co2_2,7,4,89
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1083_co2_2_7,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/7/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1083_co2_2_7.png,co2_2,7,1,47
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1087_co2_2_7,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/7/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1087_co2_2_7.png,co2_2,7,4,89
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1087_tvoc_1_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1087_tvoc_1_0.png,tvoc_1,0,2,54
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1089_co2_2_7,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/7/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1089_co2_2_7.png,co2_2,7,4,88
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1089_tvoc_1_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1089_tvoc_1_0.png,tvoc_1,0,2,58
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1094_co2_2_7,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/7/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1094_co2_2_7.png,co2_2,7,1,47
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1101_co2_2_7,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/7/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1101_co2_2_7.png,co2_2,7,4,89
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1101_tvoc_1_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1101_tvoc_1_0.png,tvoc_1,0,2,57
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1111_co2_2_1,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/1/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1111_co2_2_1.png,co2_2,1,4,91
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1111_co2_3_5,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/5/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1111_co2_3_5.png,co2_3,5,3,38
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1111_hcho_3_9,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/9/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1111_hcho_3_9.png,hcho_3,9,5,66
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1111_tvoc_3_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/2/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1111_tvoc_3_2.png,tvoc_3,2,7,71
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1124_hcho_2_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1124_hcho_2_0.png,hcho_2,0,6,60
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1126_hcho_2_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1126_hcho_2_0.png,hcho_2,0,6,62
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1132_co2_2_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/2/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1132_co2_2_2.png,co2_2,2,6,45
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1132_tvoc_1_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1132_tvoc_1_0.png,tvoc_1,0,2,60
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1132_humidity_1_8,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/8/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1132_humidity_1_8.png,humidity_1,8,9,72
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1134_hcho_2_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1134_hcho_2_0.png,hcho_2,0,6,72
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1134_humidity_1_8,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/8/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1134_humidity_1_8.png,humidity_1,8,9,97
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1139_co2_1_9,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/9/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1139_co2_1_9.png,co2_1,9,5,82
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1139_co2_2_2,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/2/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1139_co2_2_2.png,co2_2,2,0,48
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1139_co2_3_1,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/1/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1139_co2_3_1.png,co2_3,1,4,88
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1139_hcho_2_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1139_hcho_2_0.png,hcho_2,0,6,54
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1139_hcho_3_8,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/8/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1139_hcho_3_8.png,hcho_3,8,7,94
validation,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1139_humidity_1_8,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/validation/8/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1139_humidity_1_8.png,humidity_1,8,9,78
test,real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1142_tvoc_1_0,/home/mpetrick/repos/esp32-fever-dream/models/generated/digit_dataset/crops/test/0/real_live_surveillance_20260629T1003Z_live_surveillance_20260629T1003Z_capture_1142_tvoc_1_0.png,tvoc_1,0,2,62
